date,state,city_or_county,address,latitude,longitude,congressional_district,state_house_district,state_senate_district,participant_age1,participant_age_group1,participant_gender1,min_age_participants,avg_age_participants,max_age_participants,n_participants_child,n_participants_teen,n_participants_adult,n_males,n_females,n_killed,n_injured,n_arrested,n_unharmed,n_participants,notes,incident_characteristics1,incident_characteristics2,povertyPercentage,party,candidatevotes,totalvotes,year,city
2015-09-09,Pennsylvania,Pittsburgh (Bellvue),N Balph Ave,40.5015,-80.0514,14.0,,,17.0,Teen 12-17,Male,17.0,17.0,17.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,Shots Fired - No Injuries,Drug involvement,11.5,,,,2015,
2015-12-19,Maine,Anson (Starks),Locke Hill Rd,44.7277,-69.978,2.0,88.0,26.0,27.0,Adult 18+,Male,27.0,27.0,27.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,"chainsaw and firearm stolen, recovered 12/31 in Norridgewock; 44.727680, -69.977973",Non-Shooting Incident,Gun(s) stolen from owner,12.3,,,,2015,
2015-08-05,Washington,Bremerton (East Bremerton),3100 block of NE Seahurst Court,47.6198,-122.6,6.0,23.0,23.0,78.0,Adult 18+,Male,78.0,79.0,80.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,3.0,3.0,"Homeowner fired shots at fleeing perp. No inj., perp got away. Bullet damage to neighbor's property.",Shots Fired - No Injuries,Home Invasion,10.7,,,,2015,
2014-09-24,Vermont,Perkinsville,,43.3844,-72.4988,1.0,,,,,,,,,,,,,,0.0,0.0,,,1.0,ATF/LE drugs,Drug involvement,ATF/LE Confiscation/Raid/Arrest,9.9,,,,2014,Weathersfield
2014-05-31,Wyoming,Moose,,43.7644,-110.565,1.0,23.0,17.0,51.0,Adult 18+,Female,51.0,51.0,51.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,Source does not specify an exact incident date.,Domestic Violence,Brandishing/flourishing/open carry/lost/found,10.1,,,,2014,
2015-08-21,New Hampshire,Ashuelot,Main St,42.7891,-72.4416,2.0,,10.0,25.0,Adult 18+,Male,25.0,25.0,25.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,Ofc threat multiple people with gun while driving,Non-Shooting Incident,Brandishing/flourishing/open carry/lost/found,6.7,,,,2015,
2016-05-26,Hawaii,Kapolei (Makakilo),,21.3437,-158.084,2.0,42.0,20.0,25.0,Adult 18+,Male,25.0,25.0,25.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,rifle stolen 2 days ago recover,Non-Shooting Incident,ATF/LE Confiscation/Raid/Arrest,9.5,DEMOCRAT,170848.0,224133.0,2016,Kapolei
2014-07-06,Virginia,Church Road,14000 block of Browns Rd,37.2066,-77.6631,4.0,63.0,15.0,39.0,Adult 18+,Male,39.0,39.0,39.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,"man barricaded himself inside home, shots fired, other people inside home were able to escape to safety.;
37.205543, -77.663170",Shots Fired - No Injuries,Officer Involved Incident,10.8,REPUBLICAN,120684.0,200638.0,2014,
2016-07-16,New Jersey,South Hackensack,213 Huyler Street,40.8728,-74.0493,9.0,36.0,36.0,20.0,Adult 18+,Male,20.0,24.0,27.0,0.0,0.0,4.0,,,0.0,1.0,0.0,1.0,,"bouncer shot in back by patron with handgun, eject from bar",Shot - Wounded/Injured,Bar/club incident - in or around establishment,9.1,DEMOCRAT,162642.0,233242.0,2016,
2017-05-19,New Hampshire,Contoocook (Hopkinton),I-89,43.231,-71.7383,2.0,,15.0,31.0,Adult 18+,Male,31.0,31.0,31.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,"car chase in stolen car, suspect shot between exits 7 and 6 ; Unarmed but faked having gun, threatened LEOs
43.231048, -71.738339 ;",Shot - Wounded/Injured,Officer Involved Incident,5.6,,,,2017,
2015-09-30,Nevada,Reno (Cold Springs),Oakbrook Lane,39.693,-119.97,2.0,25.0,15.0,17.0,Teen 12-17,Male,17.0,17.0,,,,,1.0,2.0,0.0,0.0,2.0,1.0,3.0,Mother of perp (also listed as perp) arrested for contributing to the delinquency of or neglect of a minor when he fired her gun in an argument with a girl.,Shots Fired - No Injuries,,12.3,,,,2015,
2014-09-07,Vermont,Saint Johnsbury,,44.4233,-72.0074,1.0,,,,,Male,,,,,,,2.0,1.0,0.0,0.0,0.0,3.0,3.0,arrested for up to 11 in-home burglaries,Home Invasion,Gun(s) stolen from owner,9.9,,,,2014,
2014-01-10,Ohio,New Westville,"10000 1/2 Ohio 320, ",39.8228,-84.7919,8.0,43.0,5.0,29.0,Adult 18+,Male,29.0,29.0,29.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,"Man flashing gun asked to leave house, went outside and shot back into house.",Shots Fired - No Injuries,Drug involvement,14.3,REPUBLICAN,126539.0,188330.0,2014,
2017-05-26,Rhode Island,East Greenwich,Division Rd,41.6615,-71.5175,2.0,30.0,35.0,28.0,Adult 18+,Male,28.0,28.0,28.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,"traffic stop arrest, intox, wanted for threat with gun earlier in day in Newport",Non-Shooting Incident,Under the influence of alcohol or drugs (only applies to the subject/suspect/perpetrator ),9.8,,,,2017,
2016-01-14,Florida,Hollywood (Cooper City),4700 South Flamingo Road,26.044,-80.3129,23.0,99.0,33.0,34.0,Adult 18+,Male,34.0,34.0,34.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,"parking lot, arrange to buy stolen TVs, instead, vic robbed and cj at gunpoint, perp AKA ""Junior Pizzarro""",Non-Shooting Incident,Car-jacking,13.6,DEMOCRAT,183225.0,323120.0,2016,
2015-10-31,Iowa,Thurman (Bartlett),,40.832,-95.7563,3.0,23.0,12.0,24.0,Adult 18+,Male,24.0,32.0,40.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,,Shot - Wounded/Injured,,9.7,,,,2015,
2017-02-27,South Carolina,Saint George (St George),6104 W Jim Bilton Blvd,33.1951,-80.6085,6.0,97.0,39.0,,Adult 18+,Male,,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,"I95 exit 77, shooting behind bldg, vic found across street, graze by bullet",Shot - Wounded/Injured,,14.4,,,,2017,
2016-02-15,New York,Westbury (New Cassel),3rd Avenue,40.7664,-73.5651,4.0,13.0,7.0,,Adult 18+,Male,,,,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,"hi, init forced 6 vics into room at gunpoint, 7th vic return home, interrupt, fires at perps, no inj reported",Shots Fired - No Injuries,Home Invasion,11.8,DEMOCRAT,181861.0,343179.0,2016,
2016-05-07,New Mexico,Belen (Rio Communities),200 Garden Lane,34.6446,-106.732,2.0,50.0,30.0,,Adult 18+,Male,,,,,,,3.0,0.0,2.0,0.0,0.0,1.0,,,"Shot - Dead (murder, accidental, suicide)",Home Invasion,18.7,REPUBLICAN,143515.0,228817.0,2016,
2017-06-17,Florida,Glen Saint Mary (Glen St Mary),CR 139,30.2797,-82.1749,4.0,10.0,5.0,31.0,Adult 18+,Male,31.0,32.0,34.0,,,,4.0,0.0,1.0,1.0,2.0,0.0,,Baker Co,Shot - Wounded/Injured,"Shot - Dead (murder, accidental, suicide)",12.8,,,,2017,
2016-11-08,Ohio,Cleveland (Shaker Heights),11600 Shaker Blvd,41.4836,-81.6026,11.0,11.0,21.0,18.0,Adult 18+,Male,18.0,18.0,18.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,Buckeye-Shaker neighborhood,Shot - Wounded/Injured,Institution/Group/Business,12.8,DEMOCRAT,242917.0,302686.0,2016,Cleveland
2017-01-14,Texas,San Antonio (Shavano Park),100 block of Cliffside Dr,29.5844,-98.5441,23.0,122.0,25.0,37.0,Adult 18+,Male,37.0,37.0,37.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,"escape police custody, stole officer gun from car, stole hosp employee vehicle",Non-Shooting Incident,Car-jacking,12.6,,,,2017,
2016-01-27,Louisiana,Port Sulphur (Myrtle Grove),18038 Hwy. 23,29.6271,-89.9336,1.0,105.0,8.0,,Adult 18+,Male,,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,Officer shot during training exercise.,Shot - Wounded/Injured,Accidental Shooting,19.8,REPUBLICAN,243645.0,326788.0,2016,
2017-09-04,Florida,Oviedo (Chuluota),Pickett Downs Dr,28.6185,-81.1003,7.0,28.0,10.0,,Adult 18+,Male,,,,,,,1.0,0.0,0.0,1.0,0.0,1.0,,,Shot - Wounded/Injured,,12.8,,,,2017,
2016-04-15,Kentucky,Hueysville,4398 Ky Route 550,37.5034,-82.882,5.0,,,49.0,Adult 18+,Male,30.0,41.0,51.0,0.0,0.0,4.0,4.0,0.0,2.0,1.0,0.0,1.0,4.0,"three shot, two fatally Grand Jury does not indict...DGU",Shot - Wounded/Injured,"Shot - Dead (murder, accidental, suicide)",15.3,REPUBLICAN,221242.0,221242.0,2016,
2015-06-10,Kansas,Wakeeney,Interstate 70,39.0142,-99.8886,1.0,118.0,40.0,27.0,Adult 18+,Male,27.0,27.0,27.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,"wanted for 6/8 VT ex-gf murder found in car after multi state chase, self inflicted gunshot with 243 cal rifle, note found in VT","Shot - Dead (murder, accidental, suicide)",,13.4,,,,2015,
2017-06-08,Utah,Vernal (Maeser),660 S and 2500 W,40.4459,-109.577,1.0,55.0,26.0,18.0,Adult 18+,Male,18.0,19.0,21.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,1.0,0.0,3.0,both critical,Shot - Wounded/Injured,House party,7.6,,,,2017,
2017-06-06,South Carolina,Beaufort (Ladys Island),Sherwood Lane,32.4631,-80.6493,1.0,124.0,43.0,35.0,Adult 18+,Female,35.0,35.0,35.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,Shots Fired - No Injuries,,14.4,,,,2017,
2014-08-19,Florida,Davis Islands,420 Riviera Drive,27.9179,-82.457,14.0,60.0,22.0,23.0,Adult 18+,Male,23.0,26.0,28.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,"1 male victim, shot - wounded",Shot - Wounded/Injured,,15.2,DEMOCRAT,1.0,1.0,2014,Tampa
2016-02-03,Georgia,Clyo,Clyo Shawnee Road,32.4794,-81.3033,12.0,159.0,4.0,,Adult 18+,Male,,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,Shot - Wounded/Injured,Accidental Shooting,14.7,REPUBLICAN,159492.0,258912.0,2016,
2017-11-16,Illinois,Carterville (Crainville),Hawkeye Ct,37.7484,-89.0585,12.0,117.0,59.0,18.0,Adult 18+,Male,18.0,18.0,18.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,"Died in Evansville, In. hospital, 8 am next morning;","Shot - Dead (murder, accidental, suicide)",,10.4,,,,2017,
2015-08-08,New Jersey,Woodbury (Deptford Township),Wrexham Ct,39.8137,-75.1168,1.0,5.0,5.0,60.0,Adult 18+,Male,60.0,60.0,60.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,"SWAT team made contact with the man, who was found alive inside the house but with a self-inflicted gunshot wound. Died Sun 8/9/15; 39.813657, -75.116791","Shot - Dead (murder, accidental, suicide)",Suicide^,9.7,,,,2015,
2014-07-11,New York,Vestal,904 Vestal Road,42.0949,-76.0367,22.0,123.0,52.0,51.0,Adult 18+,Male,51.0,51.0,51.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,"drugs and 3 handguns, incl one stolen from GA found during raid, Sheri Pabon also arrested for drugs ONLY",Non-Shooting Incident,Drug involvement,13.4,REPUBLICAN,113574.0,175372.0,2014,
2017-09-17,New Hampshire,Plaistow,142 Plaistow Rd,42.8445,-71.1069,1.0,,22.0,,Adult 18+,Female,,,,0.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,2.0,3.0,,Institution/Group/Business,Non-Shooting Incident,5.6,,,,2017,
2016-08-28,Indiana,Chesterton (Porter),300 South block of C R 500 West,41.6057,-87.0549,1.0,9.0,4.0,20.0,Adult 18+,Male,20.0,20.0,21.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,"Shots fired outside go into occupied home; no injury; 2 charged w/ 5th deg. crim. reck.;
AR 556 Ruger rifle, a Savage Rifle Model 11, Smith & Wesson rifle; rec.",Shots Fired - No Injuries,"Assault weapon (AR-15, AK-47, and ALL variants defined by law enforcement)",11.8,DEMOCRAT,207515.0,254583.0,2016,
2015-07-29,Michigan,Lake Orion (Orion Township),,42.7232,-83.2928,8.0,46.0,12.0,25.0,Adult 18+,Male,25.0,25.0,25.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,"Shot - Dead (murder, accidental, suicide)",Suicide^,12.2,,,,2015,
2015-11-26,Montana,Bonner,Highway 200,46.8765,-113.888,1.0,,,40.0,Adult 18+,Male,40.0,40.0,40.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,,Shot - Wounded/Injured,Defensive Use,11.1,,,,2015,
2016-04-05,South Dakota,Lake Andes (Ravinia),304 Elm Street,43.1365,-98.4268,1.0,21.0,21.0,25.0,Adult 18+,Female,25.0,25.0,25.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,Woman shot in abdomen; sheriff investigating to rule out criminal activity,Shot - Wounded/Injured,Non-Aggression Incident,11.8,,,,2016,
2014-02-06,North Carolina,Sealevel,HWY 70 E,34.8795,-76.3902,3.0,13.0,2.0,40.0,Adult 18+,Male,40.0,40.0,40.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,Brandishing/flourishing/open carry/lost/found,,15.3,REPUBLICAN,139415.0,205597.0,2014,
2016-12-17,Florida,Fort Myers (Tice),Tice St and Waverly Ave,26.6706,-81.8195,19.0,78.0,30.0,,Adult 18+,Male,,,,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,"ALT: Fort Myers, attempt to intervene 3 men beating on 4th man during ar, shots fired at Good Sam as fled;
26.670580, -81.819522",Shots Fired - No Injuries,Defensive Use,13.6,REPUBLICAN,239225.0,363166.0,2016,
2014-10-05,Kentucky,Soft Shell,Elk View Drive,37.4023,-82.9421,5.0,,,19.0,Adult 18+,Male,19.0,20.0,21.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,"[also reported as Leburn???] Knott County Trail Ride at Mine Made Adventure Park, man shot and killed at a crowded campground after fight ","Shot - Dead (murder, accidental, suicide)",,18.2,REPUBLICAN,171350.0,218967.0,2014,
2015-08-19,Mississippi,Ocean Springs (Latimer),9800 block of Scott Street,30.4831,-88.8619,4.0,114.0,47.0,51.0,Adult 18+,Male,51.0,51.0,51.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,Shot - Wounded/Injured,Officer Involved Incident,19.5,,,,2015,
2017-03-09,Ohio,Grove City (Darbydale),5503 Norton Road,39.8542,-83.1893,15.0,24.0,16.0,27.0,Adult 18+,Male,27.0,27.0,27.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,"M&M Food Mart, clerk shot attempt ar",Shot - Wounded/Injured,Institution/Group/Business,12.4,,,,2017,
2015-10-03,Illinois,Mc Clure (East Cape Girardeau),519 IL 146,37.2954,-89.4969,12.0,118.0,59.0,40.0,Adult 18+,Male,26.0,35.0,40.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,"37.295447, -89.496861;
RELOAD 1",Shots Fired - No Injuries,"Drive-by (car to street, car to car)",11.3,,,,2015,
2016-08-28,Ohio,New Matamoras,50510 OH-7,39.5077,-81.0804,6.0,95.0,30.0,50.0,Adult 18+,Male,50.0,50.0,50.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,"Washington Co, shot at least once in chest, poss multiple suspects","Shot - Dead (murder, accidental, suicide)",,12.8,REPUBLICAN,213975.0,302755.0,2016,
2015-11-22,Wisconsin,Stratford (Emmet),4900 block of Highway 153,44.8008,-89.9479,7.0,86.0,29.0,26.0,Adult 18+,Male,14.0,20.0,26.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,"Man shot by 14yo in hunting party, accidentally shot while trying to decock bolt lever rifle",Shot - Wounded/Injured,Accidental Shooting,10.5,,,,2015,
2015-07-17,Florida,Fort Lauderdale (Lauderdale By The Sea),3900 El Mar Drive,26.184,-80.0963,22.0,93.0,34.0,70.0,Adult 18+,Male,38.0,54.0,70.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,Man pulls gun on drunk to protect turtles...drunk disarms man and shoots him in the rear.,Shot - Wounded/Injured,,14.3,,,,2015,
2017-01-15,New York,Red Hook (Milan),Taconic State Parkway,41.9765,-73.7476,19.0,106.0,41.0,24.0,Adult 18+,Male,24.0,24.0,24.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,Non-Shooting Incident,Possession (gun(s) found during commission of other crimes),12.1,,,,2017,
2015-06-21,Arizona,Littlefield (Beaver Dam),Mesquite Boulevard and Grapevine Road,36.8872,-113.93,4.0,5.0,5.0,21.0,Adult 18+,Male,21.0,31.0,41.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,"Drugs, .357 magnum handgun stolen from Chicago, IL found at arrest",Shot - Wounded/Injured,Drug involvement,15.5,,,,2015,
2015-07-26,New Hampshire,Meredith,Corliss Hill Road,43.6204,-71.5347,1.0,,2.0,33.0,Adult 18+,Male,33.0,33.0,33.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,Shots Fired - No Injuries,,6.7,,,,2015,
2014-06-28,Mississippi,Biloxi ,DeBuys Road,30.3988,-89.0013,4.0,117.0,49.0,18.0,Adult 18+,Male,18.0,18.0,18.0,,,,1.0,0.0,0.0,0.0,,,,gun stolen from vehicle,Gun(s) stolen from owner,,20.8,REPUBLICAN,108776.0,155576.0,2014,Gulfport
2017-08-15,Pennsylvania,Pittsburgh (Baldwin),Horning Rd and Cedar St,40.3374,-79.9922,14.0,,,17.0,Teen 12-17,Male,16.0,17.0,17.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,3.0,"Assad had been robbed on Lucy Dr and was following the people who robbed him when Lee fired a shot into the car, hitting the victim in the head.","Shot - Dead (murder, accidental, suicide)",Drug involvement,10.5,,,,2017,
2017-10-11,Ohio,Pedro,15497 SR 93,38.7083,-82.6423,6.0,93.0,17.0,8.0,Child 0-11,Male,8.0,30.0,50.0,1.0,0.0,4.0,3.0,2.0,4.0,0.0,1.0,0.0,5.0,"poss mass murder, mass shooting, 3 adults shot, Todd Holston stabbed, child found shot next day, Lawson Todd Holston's cousin","Shot - Dead (murder, accidental, suicide)",Child Involved Incident,12.4,,,,2017,
2017-08-31,Vermont,Shelburne,6475 Shelburne Rd,44.3642,-73.2338,1.0,,,22.0,Adult 18+,Male,22.0,22.0,22.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,shot fired during family fight,Institution/Group/Business,Shots Fired - No Injuries,9.0,,,,2017,
2016-12-30,Colorado,Englewood (Greenwood Village),5336 DTC Blvd,39.6181,-104.888,6.0,3.0,26.0,,Adult 18+,Male,,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,Victim struck by shrapnel in bar shooting.,Shot - Wounded/Injured,"Drive-by (car to street, car to car)",8.9,REPUBLICAN,191626.0,376417.0,2016,
2017-09-13,West Virginia,Frametown,Upper Sleith Rd,38.6872,-80.9212,2.0,34.0,12.0,50.0,Adult 18+,Male,50.0,50.0,50.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,"38.687228, -80.921199 ; reported tagged Rosedale","Shot - Dead (murder, accidental, suicide)",Officer Involved Incident,15.6,,,,2017,
2016-07-08,Pennsylvania,Pittston (West Pittston),Exeter Avenue,41.3409,-75.8047,17.0,,,,Adult 18+,Male,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,Non-Shooting Incident,Officer Involved Incident,11.5,DEMOCRAT,157734.0,293164.0,2016,
2017-05-22,Ohio,Cincinnati (Colerain Township),3515 block of Springale Rd,39.2502,-84.5939,1.0,29.0,8.0,25.0,Adult 18+,Male,21.0,23.0,25.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,1.0,3.0,"Bank robbery; CC customer (off duty officer), robber exchanged fire. Taylor Elementary school locked down while police searched for the suspects.",Institution/Group/Business,Shots Fired - No Injuries,12.4,,,,2017,
2015-12-06,West Virginia,Sophia (Tams),McAlpin Road,37.703,-81.2561,3.0,29.0,9.0,,,Male,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,[also reported as McAlpin Drive in Stotesbury] man armed with shotgun walked into worship services,Non-Shooting Incident,Brandishing/flourishing/open carry/lost/found,16.6,,,,2015,
2015-08-25,Missouri,Saint Louis (Hanley Hills),7700 block of Utica Drive,38.6827,-90.3235,1.0,86.0,14.0,1.0,Child 0-11,Male,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,"21 month old shot self in chest.Arrest has been made in the case, details will not be released until the case is presented to the St. Louis County Prosecutor","Shot - Dead (murder, accidental, suicide)",Accidental Shooting,11.3,,,,2015,
2016-06-14,Tennessee,Chuckey,645 Horse Creek Rd,36.1219,-82.6162,1.0,5.0,1.0,18.0,Adult 18+,Male,18.0,18.0,18.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,"Cleaning 20ga when it AD'd and struck left side of face. Inj NLT.;
36.121879, -82.616195",Shot - Wounded/Injured,Non-Aggression Incident,12.6,REPUBLICAN,198293.0,253025.0,2016,
2016-10-02,South Carolina,Myrtle Beach (Carolina Forest),400 block of Stafford Drive,33.7666,-78.8868,7.0,56.0,33.0,21.0,Adult 18+,Female,20.0,20.0,21.0,0.0,0.0,3.0,2.0,1.0,0.0,2.0,1.0,0.0,3.0,,Shot - Wounded/Injured,,14.1,REPUBLICAN,176468.0,289463.0,2016,
2016-05-25,Pennsylvania,Pittsburgh (Brentwood),Bellanca Avenue,40.3806,-79.9797,14.0,36.0,45.0,26.0,Adult 18+,Male,26.0,28.0,29.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,3.0,Jones was hit once in the buttocks,Shot - Wounded/Injured,"Shot - Dead (murder, accidental, suicide)",11.5,DEMOCRAT,255293.0,343292.0,2016,
2016-10-25,Texas,Larue,16000 block of Elm St,32.0738,-95.5925,5.0,,3.0,47.0,Adult 18+,Male,44.0,46.0,47.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,"1 killed. Domestic violence. Brother-in-law shoots victim during argument.;
Poynor TX, but address has to be 16000 rather than 1600;
32.073785, -95.592526","Shot - Dead (murder, accidental, suicide)",Domestic Violence,13.7,REPUBLICAN,155469.0,192875.0,2016,
2017-06-20,Illinois,Lake Villa (Lindenhurst),700 block of Beck Rd,42.4229,-88.0266,14.0,61.0,31.0,,,Male,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,Non-Shooting Incident,Home Invasion,10.4,,,,2017,
2017-03-15,Vermont,Poultney,,43.5271,-73.2064,1.0,,,53.0,Adult 18+,Male,53.0,53.0,53.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,Non-Shooting Incident,ATF/LE Confiscation/Raid/Arrest,9.0,,,,2017,
2014-11-04,California,Natomas,100 block of Saginaw Circle,38.6253,-121.494,6.0,7.0,6.0,44.0,Adult 18+,Male,31.0,38.0,44.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,,"Shot - Dead (murder, accidental, suicide)",,14.5,DEMOCRAT,97008.0,133456.0,2014,Sacramento
2017-05-14,Florida,Land O Lakes (Land O' Lakes),,28.2705,-82.4665,12.0,37.0,17.0,24.0,Adult 18+,Male,17.0,20.0,24.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,,Shot - Wounded/Injured,Armed robbery with injury/death and/or evidence of DGU found,12.8,,,,2017,
2017-12-30,Minnesota,Minneapolis (Robbinsdale),3300 Oakdale Ave N,45.0149,-93.3228,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,1.0,"ER lockdown, self inflict gunshot, unclear if intentional or AD;
45.014104, -93.322156 ;",Shot - Wounded/Injured,Suicide - Attempt,7.4,,,,2017,
2014-06-28,Florida,Saint Johns,1001 S Bank Way,30.1158,-81.5864,6.0,17.0,6.0,22.0,Adult 18+,Male,22.0,32.0,41.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,,2.0,shot into home,Shots Fired - No Injuries,,15.2,REPUBLICAN,166254.0,265817.0,2014,
2016-07-05,Pennsylvania,Conestoga,1st block of Pequea Blvd,39.9038,-76.336,16.0,,,,Adult 18+,Male,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,Man upset with homeowner fired shots into his house.,Shots Fired - No Injuries,,11.5,REPUBLICAN,168669.0,313773.0,2016,Conestoga Township
2014-03-07,Texas,Port Bolivar,Dumpster outside the Fisherman's Cove convenience store,29.3808,-94.7644,14.0,23.0,4.0,24.0,Adult 18+,Female,24.0,24.0,24.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1 killed. Woman found in dumpster dead from gunshot. Possible hate crime. Perp strangled his daughter and shot her female lover (victim).,"Shot - Dead (murder, accidental, suicide)",Hate crime,14.9,REPUBLICAN,90116.0,145698.0,2014,
2017-04-27,Florida,Fort Pierce (Hutchinson Island),200 Block of Marina Dr,27.4884,-80.3001,18.0,84.0,32.0,14.0,Teen 12-17,Male,14.0,15.0,16.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,6.0,,Non-Shooting Incident,Gun(s) stolen from owner,12.8,,,,2017,Fort Pierce
2017-10-07,West Virginia,White Sulphur Springs (Neola),WV 92,37.8021,-80.2858,3.0,42.0,10.0,,Adult 18+,Male,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,man fired shots from his car,Shots Fired - No Injuries,"Drive-by (car to street, car to car)",15.6,,,,2017,
2014-02-23,Georgia,Marietta ,,33.905,-84.466,6.0,43.0,6.0,,Adult 18+,,,,,,,,,,0.0,1.0,0.0,0.0,,,Shot - Wounded/Injured,Officer Involved Incident,16.8,REPUBLICAN,139018.0,210504.0,2014,
2016-05-27,Alaska,Chugiak,23300 block of Glenn,61.4057,-149.446,1.0,11.0,,,Adult 18+,,,,,0.0,0.0,1.0,,,0.0,0.0,1.0,0.0,1.0,threat neighbor with gun over money dispute,Non-Shooting Incident,Brandishing/flourishing/open carry/lost/found,12.2,,,,2016,
2014-06-12,Louisiana,Bossier City ,2100 block of Airline Drive,32.5322,-93.7053,4.0,8.0,37.0,58.0,Adult 18+,Male,58.0,58.0,58.0,,,,1.0,0.0,1.0,0.0,0.0,0.0,,"OIS, perpetrator shot - killed",Officer Involved Incident,Officer Involved Shooting - subject/suspect/perpetrator killed,20.6,REPUBLICAN,152683.0,207919.0,2014,
