date,state,city_or_county,address,latitude,longitude,congressional_district,state_house_district,state_senate_district,participant_age1,participant_age_group1,participant_gender1,min_age_participants,avg_age_participants,max_age_participants,n_participants_child,n_participants_teen,n_participants_adult,n_males,n_females,n_killed,n_injured,n_arrested,n_unharmed,n_participants,notes,incident_characteristics1,incident_characteristics2,povertyPercentage,party,candidatevotes,totalvotes,year,city
2016-12-21,Missouri,Kansas City (Raytown),6500 block of Raytown Road,38.9647,-94.4654,5.0,29.0,9.0,29.0,Adult 18+,Male,29.0,29.0,29.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,Suspect fired shots at another man; no shots fired during standoff with police.,Shots Fired - No Injuries,Officer Involved Incident,11.9,DEMOCRAT,190766.0,324270.0,2016,
2017-02-08,Rhode Island,North Scituate (Scituate),,41.8406,-71.6199,2.0,41.0,21.0,29.0,Adult 18+,Male,29.0,44.0,59.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,,Non-Shooting Incident,Drug involvement,9.8,,,,2017,
2014-08-13,Connecticut,Windsor Locks,Schoephoester Road,41.9264,-72.6829,1.0,60.0,7.0,51.0,Adult 18+,Male,51.0,51.0,51.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,TSA Action,Possession (gun(s) found during commission of other crimes),9.2,DEMOCRAT,127430.0,217881.0,2014,
2014-06-06,Maine,Howland,Water Street,45.2536,-68.668,2.0,12.0,30.0,36.0,Adult 18+,Female,36.0,36.0,36.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,"intoxicated perp claimed to taken pills threatened gf with BB gun, ofc shot when perp refused to drop weapon",Shot - Wounded/Injured,Officer Involved Incident,13.2,REPUBLICAN,133320.0,295009.0,2014,
2016-10-26,Louisiana,Houma (Bayou Blue),207 Capri Court,29.6691,-90.7261,6.0,52.0,21.0,17.0,Teen 12-17,Male,17.0,26.0,34.0,0.0,1.0,3.0,2.0,2.0,1.0,2.0,0.0,1.0,4.0,"1 killed, 2 inj.",,,19.8,REPUBLICAN,207483.0,331098.0,2016,
2017-05-20,Missouri,Saint Louis,1400 block of Peabody Ct,38.6172,-90.2068,1.0,78.0,5.0,30.0,Adult 18+,Male,30.0,30.0,30.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,"38.617234, -90.206845",Shot - Wounded/Injured,,11.0,,,,2017,Saint Louis
2016-02-19,Maine,Scarborough,Interstate 95,44.7089,-69.4513,2.0,29.0,25.0,22.0,Adult 18+,Male,22.0,22.0,22.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,"traffic stop, drugs, AK47, 410 shotgun",Non-Shooting Incident,Drug involvement,12.6,REPUBLICAN,192878.0,364886.0,2016,
2015-06-23,Illinois,East Saint Louis (Cahokia),,38.6297,-90.1383,12.0,114.0,57.0,27.0,Adult 18+,Male,27.0,27.0,27.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,Man paralyzed after shooting outside his home;,Shot - Wounded/Injured,,11.3,,,,2015,
2017-06-09,Massachusetts,Seekonk,821 Fall River Ave,41.8042,-71.3321,4.0,,,23.0,Adult 18+,Male,23.0,23.0,23.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,in car with stolen revolver,Non-Shooting Incident,ATF/LE Confiscation/Raid/Arrest,9.2,,,,2017,
2016-02-17,Ohio,Cincinnati (Cheviot),3300 block of Harrison Avenue,39.1555,-84.6045,1.0,30.0,8.0,37.0,Adult 18+,Male,37.0,37.0,37.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,"Man w/ gun; shot, killed after pointing Airsoft pistol at police; officers are Scott McManis, Zachary Sterbling and Eric Kohler.","Shot - Dead (murder, accidental, suicide)",Officer Involved Incident,12.8,REPUBLICAN,210014.0,354788.0,2016,
2014-08-14,West Virginia,Kanawha City,5003 MacCorkle Avenue,38.319,-81.5777,2.0,36.0,17.0,44.0,Adult 18+,Female,17.0,23.0,44.0,0.0,1.0,5.0,3.0,3.0,0.0,1.0,5.0,0.0,6.0,Foodland,Shot - Wounded/Injured,Armed robbery with injury/death and/or evidence of DGU found,17.7,REPUBLICAN,72619.0,154250.0,2014,Charleston
2016-06-14,Michigan,Geneva Township,Phoenix St and 60th Ave,42.4056,-86.1295,6.0,66.0,26.0,41.0,Adult 18+,Male,41.0,41.0,41.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,Perp and police fire back and forth at each other.,Shots Fired - No Injuries,Officer Involved Incident,11.0,REPUBLICAN,193259.0,329565.0,2016,
2017-02-27,Ohio,Dayton (Trotwood),5500 block of Autumn Wood Dr,39.8264,-84.2973,10.0,43.0,5.0,23.0,Adult 18+,Male,23.0,23.0,23.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,"Man shot, killed, at apartment, suspect in custody; victim's 9 y/o son wounded later same day;
39.826442, -84.297303","Shot - Dead (murder, accidental, suicide)",,12.4,,,,2017,
2014-04-21,Florida,Manatee,,27.4799,-82.3452,16.0,73.0,26.0,,,,,,,,,,,,0.0,1.0,0.0,0.0,1.0,shot in hand during robbery,Shot - Wounded/Injured,,15.2,REPUBLICAN,169126.0,274829.0,2014,
2015-03-05,Florida,Saint Petersburg,335 Seventh Ave. N,27.7795,-82.6376,14.0,68.0,22.0,32.0,Adult 18+,Female,7.0,20.0,32.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,Woman holding a shotgun forces her 7 year old to jump out the window,Attempted Murder/Suicide (one variable unsuccessful),Non-Shooting Incident,14.3,,,,2015,Saint Petersburg
2017-07-09,New York,Buffalo (Cheektowaga),,42.8964,-78.8833,26.0,149.0,63.0,24.0,Adult 18+,Male,24.0,24.0,24.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,"Pulled over for speeding, marijuana and guns found in car",Non-Shooting Incident,Drug involvement,12.1,,,,2017,Buffalo
2015-10-21,Utah,Salt Lake City (West Valley City),Decker Lake Drive and I-215,40.7046,-111.949,4.0,31.0,1.0,31.0,Adult 18+,Male,31.0,32.0,33.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,2.0,2.0,4.0,Perps driving onto interstate fired at officers who were responding to a call at the hotel in attempt to create a diversion. No inj.,Shots Fired - No Injuries,Officer Involved Incident,8.8,,,,2015,West Valley City
2017-09-17,Minnesota,Saint Paul,,44.9488,-93.0907,4.0,,65.0,37.0,Adult 18+,Male,37.0,37.0,37.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,Shots Fired - No Injuries,Domestic Violence,7.4,,,,2017,Saint Paul
2016-02-27,California,Mc Farland,,35.6769,-119.231,21.0,32.0,14.0,28.0,Adult 18+,Male,6.0,17.0,28.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,,Shot - Wounded/Injured,"Drive-by (car to street, car to car)",12.5,REPUBLICAN,75126.0,132408.0,2016,City of McFarland
2017-12-18,Maine,West Newfield,28 Coolidge Rd,43.6432,-70.8922,1.0,21.0,33.0,29.0,Adult 18+,Male,29.0,32.0,34.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,,Shot - Wounded/Injured,Domestic Violence,11.5,,,,2017,
2014-07-02,Maryland,Colora,Liddell Road,39.6682,-76.087,1.0,,35.0,23.0,Adult 18+,Male,23.0,23.0,23.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1mv,Shot - Wounded/Injured,,8.9,REPUBLICAN,176342.0,250418.0,2014,
2016-06-20,Texas,Mckinney,2800 block of High Pointe Boulevard,33.2287,-96.6446,3.0,70.0,8.0,49.0,Adult 18+,Female,49.0,49.0,50.0,0.0,0.0,3.0,1.0,2.0,2.0,0.0,1.0,0.0,3.0,2 killed. Man kills estranged wife and her sister. Domestic violence.,Domestic Violence,,13.7,REPUBLICAN,193684.0,316467.0,2016,McKinney
2016-11-14,South Carolina,Johns Island,3600-block of Maybank Highway,32.7174,-80.0863,1.0,116.0,45.0,33.0,Adult 18+,Female,27.0,30.0,33.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,,Shots Fired - No Injuries,"Drive-by (car to street, car to car)",14.1,REPUBLICAN,190410.0,325170.0,2016,Charleston
2014-11-22,New York,Greece,Lambert Drive,43.2321,-77.6452,25.0,134.0,56.0,,Adult 18+,,,,,0.0,0.0,1.0,,,0.0,0.0,0.0,1.0,1.0,rifle & ammo stolen from vehicle while owner packing for hunting trip,Gun(s) stolen from owner,,13.4,DEMOCRAT,87264.0,196516.0,2014,City of Rochester
2014-09-13,Florida,Islamorada,,24.9207,-80.6327,26.0,120.0,39.0,30.0,Adult 18+,Male,30.0,30.0,30.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,,Shots Fired - No Injuries,,15.2,REPUBLICAN,83031.0,161337.0,2014,
2014-02-25,Illinois,O Fallon,1562 Frontage Rd,38.5984,-89.959,12.0,112.0,56.0,52.0,Adult 18+,Male,52.0,52.0,52.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,"Ron and Jo’s Firearms and Sporting Supplies - Woman buys gun for felon while high.;
38.598448, -89.958960",Institution/Group/Business,Non-Shooting Incident,12.2,REPUBLICAN,110038.0,209738.0,2014,
2017-03-23,Michigan,Muskegon (Muskegon Heights),3300 block of Hoyt St,43.216,-86.2394,2.0,92.0,34.0,29.0,Adult 18+,Male,29.0,29.0,29.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,"Brandishing. Suspect shot same man at whom he brandished a handgun on Jan. 21, 2013 in Muskegon Heights, MI at 8th St. and Summit Ave.",Brandishing/flourishing/open carry/lost/found,,10.7,,,,2017,
2016-06-04,Washington,Seattle (West Seattle),10th and Roxbury,47.5182,-122.328,9.0,33.0,33.0,,Adult 18+,Male,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,Shots Fired - No Injuries,"Drive-by (car to street, car to car)",10.3,DEMOCRAT,205165.0,281482.0,2016,Seattle
2017-08-31,Louisiana,New Orleans (Algiers),400 block of Whitney Ave,29.9517,-90.0403,2.0,102.0,7.0,23.0,Adult 18+,Female,23.0,26.0,28.0,,,,3.0,1.0,0.0,0.0,0.0,2.0,,"HI by two men, 1 armed",Non-Shooting Incident,Home Invasion,19.1,,,,2017,New Orleans
2016-03-22,Georgia,Atlanta (East Point),7400 block of Old National Highway,33.5925,-84.4683,13.0,63.0,39.0,,Adult 18+,Male,,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,Shot - Wounded/Injured,Armed robbery with injury/death and/or evidence of DGU found,14.7,DEMOCRAT,252833.0,252833.0,2016,
2015-12-01,New York,Le Roy (Leroy),7000 block of Selden Road,43.0249,-78.0041,27.0,139.0,61.0,69.0,Adult 18+,Male,53.0,61.0,69.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,"shot neighbor in bed with 12ga shotgun at 7421 Selden, went back to home at 7324 Selden, set house on fire, fired at ofc and firefighters, no inj","Shot - Dead (murder, accidental, suicide)",Officer Involved Incident,13.2,,,,2015,
2017-08-18,Alabama,Birmingham (Tarrant),1400 block of Ford Avenue,33.582,-86.7678,7.0,59.0,20.0,,Adult 18+,Male,,,,,,,2.0,0.0,0.0,1.0,0.0,0.0,,,Shot - Wounded/Injured,Domestic Violence,14.7,,,,2017,Tarrant
2015-12-10,South Carolina,Longs,Station Street,33.9295,-78.7357,7.0,56.0,28.0,40.0,Adult 18+,Male,40.0,40.0,40.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,Shot - Wounded/Injured,Home Invasion,14.6,,,,2015,
2014-08-29,Oklahoma,Mcalester,600 block of Pelican Lane,35.0214,-95.8152,2.0,18.0,7.0,34.0,Adult 18+,Male,34.0,50.0,66.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,"Father shot son following an argument, then shot and killed himself when police arrived on the scene.",Shot - Wounded/Injured,"Shot - Dead (murder, accidental, suicide)",15.3,REPUBLICAN,110925.0,158407.0,2014,
2016-10-01,Illinois,Chicago (Englewood),6600 block of South Sangamon,41.7741,-87.6486,1.0,32.0,16.0,16.0,Teen 12-17,Male,16.0,16.0,16.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,"Neck, serious;",Shot - Wounded/Injured,,10.9,DEMOCRAT,234037.0,315862.0,2016,Chicago
2015-12-23,Pennsylvania,Abington,1700 block of Prospect Avenue,40.1342,-75.1201,13.0,,,73.0,Adult 18+,Male,73.0,73.0,73.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,Perp attempted suicide at standoff with officers after killing another man.,Shot - Wounded/Injured,"Shot - Dead (murder, accidental, suicide)",11.5,,,,2015,
2016-01-13,Washington,Seattle (Burien),13700 block of 12th Avenue Southwest,47.5785,-122.317,9.0,11.0,11.0,36.0,Adult 18+,Male,36.0,36.0,36.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,Shooting occurred at same apartment complex where a man was shot/killed the previous Friday.,Shot - Wounded/Injured,,10.3,DEMOCRAT,205165.0,281482.0,2016,Seattle
2017-04-13,Florida,Saint Augustine (St Augustine),,29.8289,-81.2718,6.0,17.0,6.0,38.0,Adult 18+,Male,38.0,38.0,38.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,"result of fight with woman, held gun in female vic's mouth",Non-Shooting Incident,Domestic Violence,12.8,,,,2017,
2014-11-26,New Hampshire,Henniker,Route 202/9,43.1601,-71.8504,2.0,,15.0,19.0,Adult 18+,Male,19.0,19.0,19.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,Ofc spotted stolen pickup; struggle during arrest resulted in Ofc firing shot; perp hit in arm,Officer Involved Incident,Officer Involved Shooting - subject/suspect/perpetrator shot,6.9,DEMOCRAT,130700.0,238184.0,2014,
2016-05-23,Florida,Opa Locka (Opa-locka),Washington Avenue and Jackson Street,25.9023,-80.2503,24.0,109.0,36.0,,Adult 18+,Male,,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,LOCATION FOUND,Shot - Wounded/Injured,,13.6,DEMOCRAT,,,2016,
2016-04-17,Illinois,Chicago (Roseland),500 block of East 103rd,41.7065,-87.6101,2.0,28.0,14.0,34.0,Adult 18+,Male,34.0,38.0,41.0,,,,2.0,1.0,0.0,2.0,0.0,1.0,,"Man shot, neck, woman shot, abdomen, both critical, in walk-up by man outside a restaurant;",Shot - Wounded/Injured,Possession (gun(s) found during commission of other crimes),10.9,DEMOCRAT,235051.0,294522.0,2016,Chicago
2017-07-14,Pennsylvania,Wilkes Barre,E Northampton St,41.2362,-75.8767,17.0,,,,,Male,,,,,,,2.0,0.0,0.0,0.0,0.0,2.0,2.0,"occupied home hit, 9 shell casings found;
41.236181, -75.876707 ;",Shots Fired - No Injuries,,10.5,,,,2017,Wilkes-Barre
2014-09-18,Virginia,Henrico,2700 block of Rudolph Road,37.6219,-77.543,7.0,73.0,12.0,18.0,Adult 18+,Male,18.0,18.0,18.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,"West End, man found shot",Shot - Wounded/Injured,Domestic Violence,10.8,REPUBLICAN,148026.0,243351.0,2014,
2015-05-28,Washington,Seattle (Seatac),20800 block of 32nd Avenue South,47.4145,-122.292,9.0,33.0,33.0,17.0,Teen 12-17,Male,17.0,17.0,17.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,"Stolen car; perp rammed cop car, pinning officer. Another officer shot him in head. Not life-threatening. Arrested for vehicular assault.",Shot - Wounded/Injured,Officer Involved Incident,10.7,,,,2015,
2017-11-12,Massachusetts,Saugus,1201 Broadway,42.453,-71.0211,6.0,91.0,22.0,,Adult 18+,Male,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,"Man robbed store, then carjacked taxi at gunpoint",Non-Shooting Incident,Car-jacking,9.2,,,,2017,
2014-11-23,New Jersey,Wyckoff,NJ 208,40.9916,-74.1732,5.0,40.0,40.0,50.0,Adult 18+,Male,28.0,39.0,50.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,"40.990689, -74.172162",Drug involvement,Possession (gun(s) found during commission of other crimes),10.7,REPUBLICAN,104678.0,188921.0,2014,
2015-04-04,New Jersey,Willingboro,34 Twig Lane,40.0024,-74.8778,3.0,7.0,7.0,56.0,Adult 18+,Male,56.0,56.0,56.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,"Shot - Dead (murder, accidental, suicide)",Suicide^,9.7,,,,2015,
2016-11-28,Florida,Fort Lauderdale (Ft Lauderdale),2300 West Sunrise Blvd,26.1362,-80.1737,20.0,94.0,31.0,,,Male,,,,,,,3.0,0.0,0.0,0.0,2.0,1.0,3.0,Driver hit officer with car while escaping. Officer fired at suspect,Shots Fired - No Injuries,Officer Involved Incident,13.6,DEMOCRAT,222914.0,277560.0,2016,Fort Lauderdale
2016-04-05,North Carolina,Mount Ulla,354 Litaker Road,35.6718,-80.6301,5.0,77.0,34.0,,Adult 18+,Male,,,,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,,Shot - Wounded/Injured,,14.1,REPUBLICAN,207625.0,355512.0,2016,
2017-12-19,Washington,Seattle (Lake City),1000 block of NE 125th St,47.7198,-122.318,7.0,46.0,46.0,,Adult 18+,Male,,,,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,dispute between ex and new boyfriend,Shot - Wounded/Injured,Domestic Violence,8.8,,,,2017,Seattle
2017-02-22,Pennsylvania,Mckeesport,800 block of Hartman St,40.3552,-79.8353,14.0,,,,Adult 18+,Male,,,,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,,Non-Shooting Incident,Drug involvement,10.5,,,,2017,
2016-03-16,New York,Harpursville,Colesville Road,42.149,-75.6875,22.0,122.0,52.0,22.0,Adult 18+,Male,22.0,22.0,22.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,"school bus shot, likely stray bullet from rifle target shooting, likely unintentional. 3/22:Perp arrested on possess large cap mag (30 rds)",Institution/Group/Business,Shots Fired - No Injuries,11.8,REPUBLICAN,113287.0,296086.0,2016,
2015-11-03,Illinois,East Saint Louis,,38.6297,-90.1383,12.0,114.0,57.0,38.0,Adult 18+,Male,38.0,38.0,38.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,"Felon stopped/ traffic violation found w/ gun; pleaded guilty, sentenced 52 mos/ prison, yr. probation;",Non-Shooting Incident,Officer Involved Incident,11.3,,,,2015,
2014-08-01,Utah,Salt Lake City (Murray),224 E. Vantana Court,40.6306,-111.884,4.0,44.0,8.0,34.0,Adult 18+,Female,7.0,24.0,34.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,3.0,"sometime in August. Perp threatened victims w/shotgun. Arrested w/shotgun and handgun on him; more guns, knives, ammo in home. Shot/killed same adult vic 6/7/15",Non-Shooting Incident,Domestic Violence,9.3,REPUBLICAN,74936.0,147168.0,2014,
2016-12-16,Kentucky,Munfordville (Rowletts),1885 Bunnell Crossing Road,37.2417,-85.8781,2.0,,,52.0,Adult 18+,Male,52.0,55.0,58.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,"two men shot and killed each other during altercation, handguns","Shot - Dead (murder, accidental, suicide)",Shootout (where VENN diagram of shooters and victims overlap),15.3,REPUBLICAN,251825.0,251825.0,2016,
2017-09-23,Florida,Hollywood (West Park),5775 W Hallandale Blvd,25.9847,-80.2016,24.0,101.0,36.0,,,Male,,,,,,,,,0.0,1.0,0.0,1.0,,,Shot - Wounded/Injured,Institution/Group/Business,12.8,,,,2017,
2017-11-13,Illinois,Saint Anne,E 6000 S Rd,41.0348,-87.7452,,,,24.0,Adult 18+,Female,24.0,28.0,32.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,"Last seen at Woody's bar, 1008 E Washington, Joliet, 1:30 am; found shot, killed, at address; new b/f chg'd;","Shot - Dead (murder, accidental, suicide)",Bar/club incident - in or around establishment,10.4,,,,2017,
2016-01-26,Florida,Miami (Coconut Grove),3500 block of Thomas Avenue,25.727,-80.2496,27.0,112.0,35.0,27.0,Adult 18+,Female,27.0,45.0,63.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,,Shot - Wounded/Injured,,13.6,REPUBLICAN,157917.0,287677.0,2016,Miami
2016-12-13,North Carolina,Winston Salem (Winston-salem),Hartford St,36.1647,-80.3225,5.0,72.0,32.0,,Adult 18+,Male,,,,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,"two men shot in shootout outside residence;
36.164653, -80.322519",Shot - Wounded/Injured,Shootout (where VENN diagram of shooters and victims overlap),14.1,REPUBLICAN,207625.0,355512.0,2016,Winston-Salem
2016-01-23,Alabama,Higdon,County Road 155,34.8239,-85.6164,4.0,24.0,8.0,40.0,Adult 18+,Male,40.0,40.0,40.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,3.0,,Shot - Wounded/Injured,"Shot - Dead (murder, accidental, suicide)",16.0,REPUBLICAN,235925.0,239444.0,2016,
2017-01-04,Connecticut,Danielson (Killingly),,41.8013,-71.8752,2.0,44.0,29.0,33.0,Adult 18+,Male,31.0,32.0,33.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,Beretta 9mm Nano handgun,Non-Shooting Incident,ATF/LE Confiscation/Raid/Arrest,9.7,,,,2017,
2015-04-03,Washington,Spokane (Spokane Valley),,47.6611,-117.432,5.0,3.0,3.0,31.0,Adult 18+,Male,31.0,31.0,31.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,Non-Shooting Incident,ATF/LE Confiscation/Raid/Arrest,10.7,,,,2015,Spokane
2016-07-28,Minnesota,Minneapolis (Edina),Wooddale Avenue,44.9062,-93.3392,5.0,,49.0,19.0,Adult 18+,Male,18.0,19.0,20.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,,Non-Shooting Incident,Home Invasion,8.7,DEMOCRAT,249957.0,361875.0,2016,
2016-10-16,Alabama,Birmingham (Hoover),1881 Chace Drive,33.3577,-86.7875,6.0,43.0,16.0,,,Male,,,,,,,2.0,0.0,0.0,1.0,0.0,1.0,2.0,,Shot - Wounded/Injured,Institution/Group/Business,16.0,REPUBLICAN,245313.0,329306.0,2016,Hoover
2016-05-23,Florida,Saint Petersburg (St Petersburg),1205 Dr Martin Luther King Jr Street South,27.7582,-82.6466,14.0,70.0,19.0,21.0,Adult 18+,Male,20.0,25.0,34.0,0.0,0.0,3.0,2.0,1.0,0.0,2.0,1.0,0.0,3.0,"leaving club, shots fired at Impala with male vic, return fire from vehicle, vic hit, bystander female hit, felon perp",Shot - Wounded/Injured,Defensive Use,13.6,DEMOCRAT,195789.0,316877.0,2016,Saint Petersburg
2014-03-26,California,Los Angeles (Boyle Heights),8th Street and Marietta Street,34.0261,-118.215,34.0,53.0,24.0,26.0,Adult 18+,Male,16.0,22.0,26.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,3.0,0.0,3.0,,"Shot - Dead (murder, accidental, suicide)",Gang involvement,14.5,DEMOCRAT,44697.0,61621.0,2014,Los Angeles
2014-10-11,Washington,Belltown,2100 block of First Avenue,47.6121,-122.344,7.0,36.0,36.0,20.0,Adult 18+,Male,19.0,24.0,32.0,0.0,0.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,3.0,,Shot - Wounded/Injured,"Shot - Dead (murder, accidental, suicide)",11.5,DEMOCRAT,203954.0,251875.0,2014,Seattle
2017-05-08,Virginia,Bumpass,1700 block of Fredericks Hall Rd,37.9592,-77.7834,7.0,56.0,22.0,40.0,Adult 18+,Female,40.0,40.0,40.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,"Louisa County, woman shot after firing shots at law enforcement responding to domestic situation",Shot - Wounded/Injured,Officer Involved Incident,9.7,,,,2017,
2014-11-13,New York,Saugerties,60 Lauren Tice Road,42.117,-73.958,19.0,102.0,46.0,44.0,Adult 18+,Male,44.0,44.0,44.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,trespassing on property to hunt illegally; discharging firearm too close to house; no injuries reported,Shots Fired - No Injuries,,13.4,REPUBLICAN,102118.0,210351.0,2014,
2014-05-24,South Carolina,West Ashley,78 Ashley Hall Plantation Road,32.8165,-80.0293,1.0,114.0,41.0,38.0,Adult 18+,Female,38.0,38.0,38.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,"apartment complex, man shot his child's mother",Shot - Wounded/Injured,Domestic Violence,14.9,REPUBLICAN,119392.0,127815.0,2014,Charleston
2015-03-05,Pennsylvania,Cheltenham,Sunnybrook Avenue,40.0884,-75.1829,13.0,,,49.0,Adult 18+,Female,49.0,50.0,52.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,Perp committed suicide saturday 3/7,"Shot - Dead (murder, accidental, suicide)",Domestic Violence,11.5,,,,2015,Springfield Township
2015-11-17,Massachusetts,Natick,1 Village Hill Lane,42.2778,-71.3942,5.0,,,25.0,Adult 18+,Male,25.0,25.0,25.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,"drugs, starter pistol converted to shoot real bullets",Non-Shooting Incident,Drug involvement,10.6,,,,2015,
2017-02-05,Massachusetts,Tewksbury,1258 Main St,42.6054,-71.2251,6.0,,,53.0,Adult 18+,Male,53.0,53.0,53.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,Institution/Group/Business,Non-Shooting Incident,9.2,,,,2017,
2015-11-23,New York,Lagrangeville,,41.6598,-73.7462,19.0,105.0,41.0,31.0,Adult 18+,Male,31.0,31.0,31.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,"dv at vic's home, fired shot with long gun, no inj, escalated verbal dispute;
41.676196, -73.811041",Shots Fired - No Injuries,Domestic Violence,13.2,,,,2015,
2017-07-29,Ohio,Cleveland (South Euclid),Wilmington Rd,41.508,-81.5321,11.0,8.0,25.0,,Adult 18+,Male,,,,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,"41.508020, -81.532137 ;",Shot - Wounded/Injured,House party,12.4,,,,2017,
2016-11-02,Idaho,Idaho Falls (Ammon),1800 block of Eagle Dr,43.4808,-111.98,2.0,30.0,30.0,65.0,Adult 18+,Male,65.0,65.0,65.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,"Shot self in leg while putting gun away.;
43.480802, -111.980073",Shot - Wounded/Injured,Non-Aggression Incident,11.3,REPUBLICAN,205292.0,326237.0,2016,
2015-08-16,Wisconsin,La Crosse (Lacrosse),900 block of Fifth Avenue South,43.8035,-91.2504,3.0,95.0,32.0,,,Male,,,,,,,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3 males age 15-20 fleeing area,Shots Fired - No Injuries,,10.5,,,,2015,La Crosse
